เมนู CODE,ชื่อเมนู,ชื่อกลุ่มตัวเลือก,ชื่อตัวเลือก,ส่วนผสม-1,การใช้-1,หน่วย-1
,ชานมชีส (เย็น/ปั่น),ท้อปปิ้ง,ไม่เพิ่ม,,,
,ชานมชีส (เย็น/ปั่น),ท้อปปิ้ง,ซอสบราวน์,,,
,ชานมชีส (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำตาล,,,
,ชานมชีส (เย็น/ปั่น),ท้อปปิ้ง,บุกบราวน์,,,
,ชานมชีส (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,ชานมชีส (เย็น/ปั่น),ท้อปปิ้ง,เจลลี่ผลไม้,,,
,ชานมชีส (เย็น/ปั่น),ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,ชานมชีส (เย็น/ปั่น),ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,ชานมชีส (เย็น/ปั่น),ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,ชานมชีส (เย็น/ปั่น),แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,เนสกาแฟ (เย็น/ปั่น),ประเภท,เย็น,,,
,เนสกาแฟ (เย็น/ปั่น),ประเภท,ปั่น (สูตรเข้ม),,,
,เนสกาแฟ (เย็น/ปั่น),ความหวาน,ไม่หวาน  0%,,,
,เนสกาแฟ (เย็น/ปั่น),ความหวาน,หวานปกติ 100%,,,
,เนสกาแฟ (เย็น/ปั่น),ความหวาน,หวานมาก 125%,,,
,เนสกาแฟ (เย็น/ปั่น),ความหวาน,หวานมาก 150%,,,
,เนสกาแฟ (เย็น/ปั่น),ความหวาน,หวานมาก 200%,,,
,เนสกาแฟ (เย็น/ปั่น),ความหวาน,หวานน้อยมาก 25%,,,
,เนสกาแฟ (เย็น/ปั่น),ความหวาน,หวานน้อย 50%,,,
,เนสกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,ชีส,,,
,เนสกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,ไข่มุก,,,
,เนสกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,ช็อคขูด,,,
,เนสกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,ไม่เพิ่ม,,,
,เนสกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,ซอสบราวน์,,,
,เนสกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำตาล,,,
,เนสกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,บุกบราวน์,,,
,เนสกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,เนสกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,เจลลี่ผลไม้,,,
,เนสกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,เนสกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,เนสกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,เนสกาแฟ (เย็น/ปั่น),แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,ชาดำเย็น,ความหวาน,ไม่หวาน  0%,,,
,ชาดำเย็น,ความหวาน,หวานปกติ 100%,,,
,ชาดำเย็น,ความหวาน,หวานมาก 125%,,,
,ชาดำเย็น,ความหวาน,หวานมาก 150%,,,
,ชาดำเย็น,ความหวาน,หวานมาก 200%,,,
,ชาดำเย็น,ความหวาน,หวานน้อยมาก 25%,,,
,ชาดำเย็น,ความหวาน,หวานน้อย 50%,,,
,ชาดำเย็น,ท้อปปิ้ง,ชีส,,,
,ชาดำเย็น,ท้อปปิ้ง,ไข่มุก,,,
,ชาดำเย็น,ท้อปปิ้ง,ช็อคขูด,,,
,ชาดำเย็น,ท้อปปิ้ง,ไม่เพิ่ม,,,
,ชาดำเย็น,ท้อปปิ้ง,ซอสบราวน์,,,
,ชาดำเย็น,ท้อปปิ้ง,บุกน้ำตาล,,,
,ชาดำเย็น,ท้อปปิ้ง,บุกบราวน์,,,
,ชาดำเย็น,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,ชาดำเย็น,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,ชาดำเย็น,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,ชาดำเย็น,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,ชาดำเย็น,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,ชาดำเย็น,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,ชาเสาวรส,ความหวาน,ไม่หวาน  0%,,,
,ชาเสาวรส,ความหวาน,หวานปกติ 100%,,,
,ชาเสาวรส,ความหวาน,หวานมาก 125%,,,
,ชาเสาวรส,ความหวาน,หวานมาก 150%,,,
,ชาเสาวรส,ความหวาน,หวานมาก 200%,,,
,ชาเสาวรส,ความหวาน,หวานน้อยมาก 25%,,,
,ชาเสาวรส,ความหวาน,หวานน้อย 50%,,,
,ชาเสาวรส,ท้อปปิ้ง,ชีส,,,
,ชาเสาวรส,ท้อปปิ้ง,ไข่มุก,,,
,ชาเสาวรส,ท้อปปิ้ง,ช็อคขูด,,,
,ชาเสาวรส,ท้อปปิ้ง,ไม่เพิ่ม,,,
,ชาเสาวรส,ท้อปปิ้ง,ซอสบราวน์,,,
,ชาเสาวรส,ท้อปปิ้ง,บุกน้ำตาล,,,
,ชาเสาวรส,ท้อปปิ้ง,บุกบราวน์,,,
,ชาเสาวรส,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,ชาเสาวรส,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,ชาเสาวรส,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,ชาเสาวรส,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,ชาเสาวรส,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,ชาเสาวรส,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,บ๊วยโซดา,ความหวาน,ไม่หวาน  0%,,,
,บ๊วยโซดา,ความหวาน,หวานปกติ 100%,,,
,บ๊วยโซดา,ความหวาน,หวานมาก 125%,,,
,บ๊วยโซดา,ความหวาน,หวานมาก 150%,,,
,บ๊วยโซดา,ความหวาน,หวานมาก 200%,,,
,บ๊วยโซดา,ความหวาน,หวานน้อยมาก 25%,,,
,บ๊วยโซดา,ความหวาน,หวานน้อย 50%,,,
,บ๊วยโซดา,ท้อปปิ้ง,ชีส,,,
,บ๊วยโซดา,ท้อปปิ้ง,ไข่มุก,,,
,บ๊วยโซดา,ท้อปปิ้ง,ช็อคขูด,,,
,บ๊วยโซดา,ท้อปปิ้ง,ไม่เพิ่ม,,,
,บ๊วยโซดา,ท้อปปิ้ง,ซอสบราวน์,,,
,บ๊วยโซดา,ท้อปปิ้ง,บุกน้ำตาล,,,
,บ๊วยโซดา,ท้อปปิ้ง,บุกบราวน์,,,
,บ๊วยโซดา,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,บ๊วยโซดา,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,บ๊วยโซดา,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,บ๊วยโซดา,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,บ๊วยโซดา,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,บ๊วยโซดา,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,ชานมกาแฟ (เย็น/ปั่น),ความหวาน,ไม่หวาน  0%,,,
,ชานมกาแฟ (เย็น/ปั่น),ความหวาน,หวานปกติ 100%,,,
,ชานมกาแฟ (เย็น/ปั่น),ความหวาน,หวานมาก 125%,,,
,ชานมกาแฟ (เย็น/ปั่น),ความหวาน,หวานมาก 150%,,,
,ชานมกาแฟ (เย็น/ปั่น),ความหวาน,หวานมาก 200%,,,
,ชานมกาแฟ (เย็น/ปั่น),ความหวาน,หวานน้อยมาก 25%,,,
,ชานมกาแฟ (เย็น/ปั่น),ความหวาน,หวานน้อย 50%,,,
,ชานมกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,ชีส,,,
,ชานมกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,ไข่มุก,,,
,ชานมกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,ช็อคขูด,,,
,ชานมกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,ไม่เพิ่ม,,,
,ชานมกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,ซอสบราวน์,,,
,ชานมกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำตาล,,,
,ชานมกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,บุกบราวน์,,,
,ชานมกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,ชานมกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,เจลลี่ผลไม้,,,
,ชานมกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,ชานมกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,ชานมกาแฟ (เย็น/ปั่น),ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,ชานมกาแฟ (เย็น/ปั่น),แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,ชาไทยชีส (เย็น/ปั่น),ประเภท,เย็น,,,
,ชาไทยชีส (เย็น/ปั่น),ประเภท,ปั่น (สูตรเข้ม),,,
,ชาไทยชีส (เย็น/ปั่น),ความหวาน,ไม่หวาน  0%,,,
,ชาไทยชีส (เย็น/ปั่น),ความหวาน,หวานปกติ 100%,,,
